id,sentiment,text,language_labels,clean_text,labels,rf_prediction
20661,positive,@ simran _ insan @ Gurmeetramrahim Thanks Didi 😊 Karna Toh Sab Satguru Ji Ne Hai 🙏 May Pita Ji Bless You Too ),"['O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'EMT', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",mention simran insan mention gurmeetramrahim thanks didi karna toh sab satguru ji ne hai may pita ji bless you too,2,positive
20773,negative,@ Imam _ Shayan @ Arslan _ Darkstar Maa **** di tabdili ki bc ! Petrol 8 rs phr mehanga horha,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin']",mention imam shayan mention arslan darkstar maa di tabdili ki bc petrol 8 rs phr mehanga horha,0,neutral
20966,neutral,@ ReallySwara Aur yeh log wohi hain jo diwali mein aake bolte hain ki phatake mat phodo masum janwar paresan ho rahe … https // t . co / ODsDRJiK6g,"['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention reallyswara aur yeh log wohi hain jo diwali mein aake bolte hain ki phatake mat phodo masum janwar paresan ho rahe t co odsdrjik6g,1,neutral
20977,negative,@ aajtak Aab kan bane bali ka bakra .. Aur aage bhi banta rahe .. Baap ko chor bulvaye .. Purwajo ko bejaat karaye ... A … https // t . co / FOobyc9FMW,"['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention aajtak aab kan bane bali ka bakra aur aage bhi banta rahe baap ko chor bulvaye purwajo ko bejaat karaye a t co foobyc9fmw,0,negative
20983,positive,@ Dope _ Soul _ x No need janni 😂😂 Tum mujhse jyada funny hai 😂,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",mention dope soul x no need janni tum mujhse jyada funny hai,2,neutral
21029,positive,@ AmitShah @ narendramodi Hamare pension Ka Kay Hoga jai kisan to ho Gaya jai Jawan kab Hoga ? jai Jawan tavi Sahi Mai … https // t . co / mnabkc9G0z,"['O', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention amitshah mention narendramodi hamare pension ka kay hoga jai kisan to ho gaya jai jawan kab hoga jai jawan tavi sahi mai t co mnabkc9g0z,2,neutral
21042,positive,Eid mubarak 2019 / eid mubarak whatsapp status new / eid ul fitr wishes ... https // t . co / zuvbnTtdD1 via @ YouTube,"['Hin', 'Hin', 'O', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",eid mubarak 2019 eid mubarak whatsapp status new eid ul fitr wishes t co zuvbnttdd1 via mention youtube,2,neutral
21049,positive,@ theolanike People used to believe that this shi !!!! Makes foods sweeter 🤦‍♀️ thank God for blender let me see hw my food won ’ t taste nice 😂,"['O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'O']",mention theolanike people used to believe that this shi makes foods sweeter thank god for blender let me see hw my food won t taste nice,2,positive
21061,positive,@ Manjula _ Pooja Great job's Mashaallah se good going Sir modi ji zindabaad zindabaad,"['O', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin']",mention manjula pooja great jobs mashaallah se good going sir modi ji zindabaad zindabaad,2,positive
21069,positive,@ aakashrathi82 @ Ssumi69 Bha ab koi brahman Nahi shudra nahi kshatriya nahi vaishy Nahi sirf or sirf hindu hai ek … https // t . co / 7I41qZur1P,"['O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention aakashrathi82 mention ssumi69 bha ab koi brahman nahi shudra nahi kshatriya nahi vaishy nahi sirf or sirf hindu hai ek t co 7i41qzur1p,2,neutral
21118,positive,@ UsamaQureshy That's a Superb News 👏 Brilliant 👏👏👏👏 Appreciated 👏👏👏👏👏👏👏👏 Khuda kry Amal bhi ho 😊☺☺👏👏👏👏,"['O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'O']",mention usamaqureshy thats a superb news brilliant appreciated khuda kry amal bhi ho,2,neutral
21357,neutral,Shaadiyon mein chaat toh bahut khaaya hoga par kabhi Dahi Gujiya Chaat khaaya hai ? Dekhiye @ mchefajaychopra ko ban … https // t co / 2UYJshU9vN,"['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Eng']",shaadiyon mein chaat toh bahut khaaya hoga par kabhi dahi gujiya chaat khaaya hai dekhiye mention mchefajaychopra ko ban t co 2uyjshu9vn,1,neutral
21370,negative,@ AkhileshPSingh @ BJP4India @ RSSorg Jo angrejo ki bibio ke kapde dhoye use chutiye log deshbhakt nehru bolte hain ky … https // t . co / yxvtbb7d3s,"['O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention akhileshpsingh mention bjp4india mention rssorg jo angrejo ki bibio ke kapde dhoye use chutiye log deshbhakt nehru bolte hain ky t co yxvtbb7d3s,0,negative
21411,negative,@ ashokepandit @ thewire _ in abe ooo ... itna hi desh prem tha to accidental prime minister pakistan me kyu release kar … https // t . co / SZFThFShfC,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention ashokepandit mention thewire in abe ooo itna hi desh prem tha to accidental prime minister pakistan me kyu release kar t co szfthfshfc,0,negative
21452,positive,@ kirsmu Hiiiii sweetheart 💕🙏🏽 Sooooo I have some very very 👀 interesting energy popping up for you right now lol so … https // t . co / Z6g6MA5W2p,"['O', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention kirsmu hiiiii sweetheart sooooo i have some very very interesting energy popping up for you right now lol so t co z6g6ma5w2p,2,neutral
21515,neutral,Corporate slave banne se toh achha hi hai k wo Monk ban gayi Log bekaar hi बावले ho rahe hain K force kar diya ba … https // t co / 1lrKhxhqCs,"['Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",corporate slave banne se toh achha hi hai k wo monk ban gayi log bekaar hi ब वल ho rahe hain k force kar diya ba t co 1lrkhxhqcs,1,neutral
21646,neutral,@ ReallySwara Good effort nice color aise hi ache kaam me mn lgana chahie,"['O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin']",mention reallyswara good effort nice color aise hi ache kaam me mn lgana chahie,1,neutral
21678,positive,@ narendramodi @ narendramodi congratulations sir sabka sath sabka vikas and sabka vishwash all the best for new … https // t co / TIShKM1vIr,"['O', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",mention narendramodi mention narendramodi congratulations sir sabka sath sabka vikas and sabka vishwash all the best for new t co tishkm1vir,2,positive
21786,positive,RT @ gutsyfellow Ye harram ni hai shiekh ji yahan parsai haram hai,"['Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",rt mention gutsyfellow ye harram ni hai shiekh ji yahan parsai haram hai,2,neutral
21791,neutral,@ sengar _ krishan Pata Nahi Humaare Desh ki Saari Court iss Samay W Bengal ki Haalat Dekh Kar Kyon Chup Chaap Hai H … https // t co / 5B1PhZKL76,"['O', 'Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",mention sengar krishan pata nahi humaare desh ki saari court iss samay w bengal ki haalat dekh kar kyon chup chaap hai h t co 5b1phzkl76,1,neutral
21823,positive,Good morning pita ji .. Dhan dhan satguru tera hi aasra .. plzz make my day happy n simranfully ... @ Gurmeetramrahim,"['Hin', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'O', 'Eng']",good morning pita ji dhan dhan satguru tera hi aasra plzz make my day happy n simranfully mention gurmeetramrahim,2,positive
21939,negative,@ SAMBIT _ PATRAg @ AmitShah sale bhdwe hai ye gaddar inhe desh se nikalo bc ko ... harami ki aulad inhe kyu baksha jaa r … https // t . co / RKnaaBHuJy,"['O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention sambit patrag mention amitshah sale bhdwe hai ye gaddar inhe desh se nikalo bc ko harami ki aulad inhe kyu baksha jaa r t co rknaabhujy,0,negative
21943,positive,RT @ rizvi _ ima You can't be Merciless and Callous if your heart is filled with the Love of Ali ibn Abi Talib ع. You can't be an Oppressor …,"['Eng', 'O', 'Eng', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'O']",rt mention rizvi ima you cant be merciless and callous if your heart is filled with the love of ali ibn abi talib ع you cant be an oppressor,2,positive
21953,negative,Ki ham kisi aaphis me employee hai vaha 8ghanta imandari se kam kare taki har kam sahi roop me teji se aage barhe … https // t co / jYsfh8kHLE,"['Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",ki ham kisi aaphis me employee hai vaha 8ghanta imandari se kam kare taki har kam sahi roop me teji se aage barhe t co jysfh8khle,0,neutral
21987,positive,@ iyerabilash @ DassBansa @ AamAadmiParty Brother sir ne yeh bhi btaya ki kyun kya ... But jab bhi AAP unke kaam Ko nh … https // t . co / jB98mPhCp7,"['O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",mention iyerabilash mention dassbansa mention aamaadmiparty brother sir ne yeh bhi btaya ki kyun kya but jab bhi aap unke kaam ko nh t co jb98mphcp7,2,neutral
21997,negative,@ RahulGandhi Saheb Evm Jb Tk Band Ni Hoga Ye Chor Aise Hi jitega Evm Sistem Is Dammage,"['O', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng']",mention rahulgandhi saheb evm jb tk band ni hoga ye chor aise hi jitega evm sistem is dammage,0,negative
22131,negative,Pakistan ke halath aur halat dono hi kharab hai https // t co / uxWocKmiH6,"['Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",pakistan ke halath aur halat dono hi kharab hai t co uxwockmih6,0,neutral
22215,positive,RT @ SheelaRawal @ Sanjays81301051 @ Auro _ Mere @ RaghuveerBelur @ Sheenil2 @ Bankim1201 Hamesha khush rahiye bhaiya 🙏 May Maa bless her childr …,"['Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'O']",rt mention sheelarawal mention sanjays81301051 mention auro mere mention raghuveerbelur mention sheenil2 mention bankim1201 hamesha khush rahiye bhaiya may maa bless her childr,2,neutral
22219,positive,@ narendramodi Damodar narendra modi ji ekk stronge aur achhe politian leader hai so ham martedam tak unki sathh den … https // t . co / YAMioUzG7T,"['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention narendramodi damodar narendra modi ji ekk stronge aur achhe politian leader hai so ham martedam tak unki sathh den t co yamiouzg7t,2,positive
22277,neutral,@ abrarcasm007 Accha toh tum ho Allah ke bande warna aajkal log maante nhi mythology samajhte h,"['O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin']",mention abrarcasm007 accha toh tum ho allah ke bande warna aajkal log maante nhi mythology samajhte h,1,neutral
22333,positive,@ narendramodi congratulations sir And congo to us too We elect our IMANDAAR CHOWKIDAR We love u dear pm God bless u long live,"['O', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Hin', 'Eng']",mention narendramodi congratulations sir and congo to us too we elect our imandaar chowkidar we love u dear pm god bless u long live,2,positive
22356,positive,We Have So much Top Secret Shit Coming out Soon 😈 CANT WAIT TO PRESENT IT TO THE WORLD ‼️,"['Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'EMT', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'O']",we have so much top secret shit coming out soon cant wait to present it to the world,2,positive
22357,positive,RT @ BhatnagarBrij Happy Happy Happyyyyy Birthday To The Love Of My Life 😍 You're The Bestest Thing Happened To Me ❤️ I Love You So So Much …,"['Eng', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Hin', 'EMT', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",rt mention bhatnagarbrij happy happy happyyyyy birthday to the love of my life youre the bestest thing happened to me i love you so so much,2,positive
22365,neutral,@ swati _ maurya007 @ Rp81063130 Spling pe mat .. Bhai ki bawano ko samjo,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",mention swati maurya007 mention rp81063130 spling pe mat bhai ki bawano ko samjo,1,neutral
22376,negative,@ sadhavi @ AmitShah Hathi ke daant Hindi Proverb you knows very well mam,"['O', 'Hin', 'O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng']",mention sadhavi mention amitshah hathi ke daant hindi proverb you knows very well mam,0,neutral
22394,negative,@ waglenikhil dalle tum pappu k chamche Modi ka bakhan kare to godi media or tumhare jese dalle kisko jholi me ho v … https // t co / QQYffz67qe,"['O', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",mention waglenikhil dalle tum pappu k chamche modi ka bakhan kare to godi media or tumhare jese dalle kisko jholi me ho v t co qqyffz67qe,0,neutral
22456,neutral,anyway i want to port outmy number but the problem is i cant be able to send messages to any number . so i want kam … https // t . co / 3DE2dcDxwA,"['Eng', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",anyway i want to port outmy number but the problem is i cant be able to send messages to any number so i want kam t co 3de2dcdxwa,1,neutral
22477,negative,I was so scared walking home . I hate when cars beep at me . I hate when people scream stuff out the window . I hate … https // t . co / EjGjYdOfm6,"['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",i was so scared walking home i hate when cars beep at me i hate when people scream stuff out the window i hate t co ejgjydofm6,0,neutral
22495,neutral,Offered the bowl of my leftover pheni to Baba Baba Nahin mera figure kharab ho jaye ga Smh smh,"['Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",offered the bowl of my leftover pheni to baba baba nahin mera figure kharab ho jaye ga smh smh,1,neutral
22506,positive,@ ZaidZamanHamid Pata nahi kis zamanay Lee rifles hein en k paas .... lekin unarmed muslims k liye yeh vintage rifles bhee buhat hein .,"['O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'O']",mention zaidzamanhamid pata nahi kis zamanay lee rifles hein en k paas lekin unarmed muslims k liye yeh vintage rifles bhee buhat hein,2,neutral
22538,negative,@ ibne _ haytham @ SnehaNa13439620 @ Raqibsyed1 @ SabahKashmiri @ Ibne _ Sena @ ZakirKhan012 WTF apni tarah chutiye samjha hai kya,"['O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",mention ibne haytham mention snehana13439620 mention raqibsyed1 mention sabahkashmiri mention ibne sena mention zakirkhan012 wtf apni tarah chutiye samjha hai kya,0,neutral
22600,positive,Dear @ SirPareshRawal # OMG I saw ur movie at hundered times very positive movie now im watching u soo sad siir g … https // t . co / t0rszFJVUH,"['Hin', 'O', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'O', 'Eng']",dear mention sirpareshrawal hashtag omg i saw ur movie at hundered times very positive movie now im watching u soo sad siir g t co t0rszfjvuh,2,positive
22602,positive,Hold on @ jimjonescapo going to be at D ’ usse Philly ? 😩😩😩😩😩 y ’ all know I love my OG bae,"['Eng', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'Eng', 'O', 'O', 'Eng', 'O', 'Eng', 'Eng', 'Eng', 'Hin', 'Hin', 'Eng', 'Hin']",hold on mention jimjonescapo going to be at d usse philly y all know i love my og bae,2,positive
22612,neutral,@ Shivangiyadav @ chhavi @ Payal _ Rohatgi BUT # india FREE @ Payal _ Rohatgi FREE wear say WTF she want same as … https // t co / k1wlKvAyqQ,"['O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'O', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'O', 'Hin']",mention shivangiyadav mention chhavi mention payal rohatgi but hashtag india free mention payal rohatgi free wear say wtf she want same as t co k1wlkvayqq,1,neutral
22616,neutral,Ek hi to dil hai kitni baar jitoge ❤️ https // t co / YpvrNhrjR6,"['Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'Eng', 'O', 'Eng']",ek hi to dil hai kitni baar jitoge t co ypvrnhrjr6,1,neutral
22632,neutral,@ PriyaRa89842300 Jab takk koi sher nahi khda hoga in mugliyo ka baap bnn ke tab tak mandir nahi bnega jo bole usk … https // t . co / lyFBOEOiZJ,"['O', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Eng', 'O', 'Eng', 'O', 'Hin', 'O', 'Hin']",mention priyara89842300 jab takk koi sher nahi khda hoga in mugliyo ka baap bnn ke tab tak mandir nahi bnega jo bole usk t co lyfboeoizj,1,neutral
22694,positive,RT @ usamaixm I ’ m a luckiest guy of this world because i find you . Alhamdulillah . And no one can find such sincere girl in his life . You …,"['Hin', 'O', 'Hin', 'Hin', 'O', 'Hin', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Hin', 'O', 'Hin', 'O', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'Eng', 'O', 'Hin', 'O']",rt mention usamaixm i m a luckiest guy of this world because i find you alhamdulillah and no one can find such sincere girl in his life you,2,positive
22731,positive,RT @ vishesharora19 Duniya ki har khushi ek taraf aur Shaadi mei har food counter pe jaake khaane ki khushi ek taraf .,"['Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O']",rt mention vishesharora19 duniya ki har khushi ek taraf aur shaadi mei har food counter pe jaake khaane ki khushi ek taraf,2,neutral
22732,negative,@ hindviiswarajya @ bdgb8LK0jJDrg01 @ sudhirchaudhary Kisi din aisa hote hue dekhoge to .... khud ko v murkh manne me pichhe mat hatna,"['O', 'Eng', 'O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'O', 'Hin', 'Hin', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",mention hindviiswarajya mention bdgb8lk0jjdrg01 mention sudhirchaudhary kisi din aisa hote hue dekhoge to khud ko v murkh manne me pichhe mat hatna,0,neutral
22815,negative,@ karunanundy 23 Tak to ruk jate result to AA Jane dete sabko PTA agr vipaks hara to wo evm evm jarur bhoukega,"['O', 'Eng', 'O', 'Eng', 'Hin', 'Hin', 'Hin', 'Eng', 'Eng', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin', 'Hin']",mention karunanundy 23 tak to ruk jate result to aa jane dete sabko pta agr vipaks hara to wo evm evm jarur bhoukega,0,neutral
